date_time,prop_review_score
2013-05-02,3.74526046114432
2013-05-03,3.72013069345557
2013-05-04,3.75882927444
2013-05-05,3.74888516561413
2013-05-06,3.75742125309849
2013-05-07,3.73207605985037
2013-05-08,3.72765707937292
2013-05-09,3.72258078123682
2013-05-10,3.74121643400858
2013-05-11,3.72738047594126
2013-05-12,3.75370927715296
2013-05-13,3.72543151316656
2013-05-14,3.73922299637371
2013-05-15,3.74277960845125
2013-05-16,3.72473714953271
2013-05-17,3.71972671948559
2013-05-18,3.7303005082781
2013-05-19,3.73239974096859
2013-05-20,3.71421434386796
2013-05-21,3.71931882063311
2013-05-22,3.72802914539152
2013-05-23,3.74514380206807
2013-05-24,3.74083013760433
2013-05-25,3.72823595940355
2013-05-26,3.70639889421904
2013-05-27,3.71769611337957
2013-05-28,3.71322648982223
2013-05-29,3.73733579838474
2013-05-30,3.75007083299603
2013-05-31,3.71477492952784
2013-06-01,3.73098773765328
2013-06-02,3.72263536283981
2013-06-03,3.7260556507007
2013-06-04,3.70609771962756
2013-06-05,3.72856779445434
2013-06-06,3.71527990679993
2013-06-07,3.70846218413147
2013-06-08,3.7077258482082
2013-06-09,3.71424766668983
2013-06-10,3.71574596084223
2013-06-11,3.72074993207137
2013-06-12,3.71950175732522
2013-06-13,3.71716887898459
2013-06-14,3.71291389278206
2013-06-15,3.72913677323079
2013-06-16,3.72682769874285
2013-06-17,3.71605499183873
2013-06-18,3.73211282410652
2013-06-19,3.73898018455204
2013-06-20,3.74412744045561
2013-06-21,3.74342156556994
2013-06-22,3.74239353450433
2013-06-23,3.750553029372
2013-06-24,3.75630948884935
2013-06-25,3.75101380162556
2013-06-26,3.74755901825721
2013-06-27,3.73364663914385
2013-06-28,3.72305539309884
2013-06-29,3.73679858890971
2013-06-30,3.7588658128796
