date_time,srch_adults_count
2013-05-12,2.06681978985163
2013-05-13,1.95064656389407
2013-05-14,1.99405125697755
2013-05-15,1.96962589649157
2013-05-16,1.98729556074766
2013-05-17,1.95202663910897
2013-05-18,1.99655203162619
2013-05-19,2.04764327674731
2013-05-20,1.98726963215158
2013-05-21,2.01184406924225
2013-05-22,1.99329134210428
2013-05-23,2.02197848201951
2013-05-24,1.9877509587187
2013-05-25,1.98607101401827
2013-05-26,2.02596417052877
2013-05-27,2.0470110398168
2013-05-28,1.96459427097725
2013-05-29,1.96956310207259
2013-05-30,1.97573463935886
2013-05-31,1.93904157857646
2013-06-01,2.01133423332208
2013-06-02,2.03790159514716
2013-06-03,1.98418135277977
2013-06-04,1.97007824260784
2013-06-05,1.97336192172112
2013-06-06,1.96874936129336
2013-06-07,1.9863270895918
2013-06-08,2.03324703638098
2013-06-09,2.04611037772991
2013-06-10,2.00317008591653
2013-06-11,1.9986233131057
2013-06-12,1.98900078305684
2013-06-13,2.00424377482802
2013-06-14,1.94912841625788
2013-06-15,2.0519428341847
2013-06-16,2.03897864907725
2013-06-17,1.9863193497905
2013-06-18,1.99992992291521
2013-06-19,1.99255542075659
2013-06-20,2.03435288123874
2013-06-21,1.97569390300951
2013-06-22,2.01996697192614
2013-06-23,2.04985457375773
2013-06-24,2.02086752232721
2013-06-25,2.03005726021198
2013-06-26,2.03549454958871
2013-06-27,2.01144334442262
2013-06-28,2.02439635725625
2013-06-29,2.09469738727814
2013-06-30,2.04394804485794
