date_time,visitor_hist_adr_usd
2013-03-28,7.40328947076937
2013-03-29,5.74623979057592
2013-03-30,7.40276602311306
2013-03-31,3.43526182358598
2013-04-01,8.85491872548623
2013-04-02,12.1668739059458
2013-04-03,12.9085079500836
2013-04-04,12.3711082007709
2013-04-05,8.4449617901323
2013-04-06,9.35454435957697
2013-04-07,7.29662755356253
2013-04-08,10.3223652566945
2013-04-09,9.8161338775172
2013-04-10,12.3930082511058
2013-04-11,10.8847670434318
2013-04-12,12.4288612117427
2013-04-13,8.75703404230386
2013-04-14,5.48556968650233
2013-04-15,12.4595263931276
2013-04-16,9.86658191417999
2013-04-17,10.9436026110095
2013-04-18,9.43517182091713
2013-04-19,11.4172786885246
2013-04-20,7.49817021143108
2013-04-21,6.80694210244164
2013-04-22,7.40239204892966
2013-04-23,10.5488219541729
2013-04-24,7.22678274034822
2013-04-25,8.03170351372147
2013-04-26,7.7410702689605
2013-04-27,9.17885813851203
2013-04-28,5.59190878240804
2013-04-29,9.68477247548316
2013-04-30,7.65423345387268
2013-05-01,11.1312415448396
2013-05-02,14.007925704526
2013-05-03,17.7053047888423
2013-05-04,9.09751016036042
2013-05-05,8.17273076427375
2013-05-06,9.8293083573487
2013-05-07,11.865483946384
2013-05-08,12.4406713162984
2013-05-09,9.64846452374926
2013-05-10,12.9126567652674
2013-05-11,9.57722962780531
2013-05-12,7.65064206135488
2013-05-13,11.2916340090726
2013-05-14,9.10142016053457
2013-05-15,10.2311895716224
2013-05-16,11.6714917807076
2013-05-17,9.14862693765071
2013-05-18,5.92708973634932
2013-05-19,7.61782714279106
2013-05-20,7.78799718747687
2013-05-21,10.4728530443716
2013-05-22,9.20681692818009
2013-05-23,9.01758613471763
2013-05-24,9.81182585156779
2013-05-25,6.20494300425608
2013-05-26,9.06261322058704
2013-05-27,6.58875256551516
2013-05-28,9.1892935433361
2013-05-29,6.24439583536051
2013-05-30,8.64362745891686
2013-05-31,10.3065175739958
2013-06-01,11.9647035662054
2013-06-02,9.23128869916873
2013-06-03,13.948693810655
2013-06-04,13.1188142806698
2013-06-05,14.1780030526584
2013-06-06,12.6662523759887
2013-06-07,13.7110761618661
2013-06-08,5.1792235999455
2013-06-09,9.25801130179022
2013-06-10,9.84024712260667
2013-06-11,9.28637496603569
2013-06-12,10.5561912479741
2013-06-13,9.58594748570875
2013-06-14,10.1692019971969
2013-06-15,7.33453710612409
2013-06-16,5.36800671094666
2013-06-17,10.4563689905262
2013-06-18,10.3649385073581
2013-06-19,10.3686325870372
2013-06-20,8.46271948179552
2013-06-21,9.76908973959146
2013-06-22,4.24233223239754
2013-06-23,4.4962201466552
2013-06-24,8.76095458549984
2013-06-25,8.2847755712968
2013-06-26,8.76245301946098
2013-06-27,7.51804100364744
2013-06-28,8.6680194669563
2013-06-29,7.09210946973873
2013-06-30,4.62435158435886
