date_time,orig_destination_distance
2013-02-22,926.355240447479
2013-02-23,1033.58069185752
2013-02-24,951.176723431174
2013-02-25,982.397798247072
2013-02-26,812.516743397682
2013-02-27,970.775503102017
2013-02-28,862.022975208382
2013-03-01,912.469290434381
2013-03-02,915.851370867377
2013-03-03,1020.61204438827
2013-03-04,960.599276027423
2013-03-05,863.456063710227
2013-03-06,887.024616771535
2013-03-07,873.639365142034
2013-03-08,833.468429531731
2013-03-09,893.447487285692
2013-03-10,946.824330657207
2013-03-11,842.179668689645
2013-03-12,870.800304999601
2013-03-13,874.17019732029
2013-03-14,872.445895139862
2013-03-15,783.128924290004
2013-03-16,1044.83312617132
2013-03-17,888.329709962716
2013-03-18,817.784881298168
2013-03-19,925.487788098334
2013-03-20,890.74000847491
2013-03-21,944.100490785256
2013-03-22,864.072833508655
2013-03-23,1005.72656156363
2013-03-24,1039.04173747887
2013-03-25,879.868799194202
2013-03-26,897.643327305606
2013-03-27,837.677025450241
2013-03-28,894.386395959327
2013-03-29,985.648716230367
2013-03-30,974.559695483694
2013-03-31,961.748072966751
2013-04-01,886.768479236586
2013-04-02,912.428220010621
2013-04-03,895.816134198966
2013-04-04,862.025235418131
2013-04-05,901.278590772317
2013-04-06,983.014697121034
2013-04-07,999.550206278027
2013-04-08,880.599018207402
2013-04-09,848.747941493329
2013-04-10,898.037376658727
2013-04-11,977.61856243325
2013-04-12,946.552674328545
2013-04-13,881.49764604207
2013-04-14,968.196896425394
2013-04-15,871.582618288685
2013-04-16,938.25684590916
2013-04-17,950.265356934974
2013-04-18,885.603121733819
2013-04-19,869.858721565637
2013-04-20,1052.42150228998
2013-04-21,981.976483990448
2013-04-22,952.430872579001
2013-04-23,973.769502608048
2013-04-24,940.247505467239
2013-04-25,868.093170300077
2013-04-26,826.123863823601
2013-04-27,844.138705890314
2013-04-28,1198.47197230895
2013-04-29,985.733730663493
2013-04-30,984.833036960727
2013-05-01,896.419987503223
2013-05-02,823.258199615713
2013-05-03,920.646192984167
2013-05-04,980.542119971015
2013-05-05,1014.96286789535
2013-05-06,931.738713649463
2013-05-07,872.706223503741
2013-05-08,878.376939266757
2013-05-09,956.273941618156
2013-05-10,941.348055094096
2013-05-11,892.537195763938
2013-05-12,990.656331115687
2013-05-13,959.151948161952
2013-05-14,934.080757649839
2013-05-15,919.554819732506
2013-05-16,858.537603262684
2013-05-17,844.26999173269
2013-05-18,918.133083851024
2013-05-19,926.671296313428
2013-05-20,912.808570979202
2013-05-21,859.958201678718
2013-05-22,849.381945138087
2013-05-23,876.320522459915
2013-05-24,768.415441912926
2013-05-25,959.968904729307
2013-05-26,980.500422256552
2013-05-27,1014.3402251172
2013-05-28,863.102113843603
2013-05-29,944.300725308942
2013-05-30,865.217164049219
2013-05-31,873.040956879845
2013-06-01,911.402710091124
2013-06-02,894.738057964502
2013-06-03,947.231891424047
2013-06-04,886.778817254261
2013-06-05,877.21878493295
2013-06-06,798.859433032886
2013-06-07,815.260060743948
2013-06-08,851.479546532225
2013-06-09,888.578982375692
2013-06-10,901.424636971127
2013-06-11,860.648405216919
2013-06-12,913.17905778231
2013-06-13,842.991554500533
2013-06-14,709.604893570428
2013-06-15,840.91574987086
2013-06-16,821.372126358852
2013-06-17,841.950691941373
2013-06-18,805.42429975473
2013-06-19,795.850926804162
2013-06-20,809.527596026129
2013-06-21,772.731916614689
2013-06-22,882.422575439123
2013-06-23,924.259098152472
2013-06-24,835.873617613018
2013-06-25,845.087950467306
2013-06-26,748.47055172875
2013-06-27,765.679784159686
2013-06-28,804.135789539644
2013-06-29,880.046946312424
2013-06-30,790.134346124974
