date_time,srch_booking_window
2013-06-06,32.2303840415313
2013-06-07,30.523723272663
2013-06-08,33.7920970159422
2013-06-09,34.7193774751615
2013-06-10,32.9480358075614
2013-06-11,32.1170183860158
2013-06-12,34.2143754666472
2013-06-13,31.9261505668055
2013-06-14,26.9962990539594
2013-06-15,33.8908052574184
2013-06-16,32.3876031348395
2013-06-17,30.350867450822
2013-06-18,28.9435003503854
2013-06-19,29.8408882026396
2013-06-20,28.3505704252261
2013-06-21,27.8427607983783
2013-06-22,33.9743281789521
2013-06-23,35.3977510138872
2013-06-24,30.0873222892087
2013-06-25,29.8968097881894
2013-06-26,29.0589179428877
2013-06-27,26.4907010301014
2013-06-28,27.5692204862562
2013-06-29,32.0176661889538
2013-06-30,29.822979459066
