date_time,random_bool
2013-06-18,0.293360196215837
2013-06-19,0.302580787471049
2013-06-20,0.297603668189014
2013-06-21,0.323736940589428
2013-06-22,0.305885002251914
2013-06-23,0.326164434066609
2013-06-24,0.320872704658916
2013-06-25,0.304592999982596
2013-06-26,0.283705610914198
2013-06-27,0.259168704156479
2013-06-28,0.229258918873757
2013-06-29,0.228420240326315
2013-06-30,0.258228884693251
