date_time,position
2013-01-25,17.0640002297002
2013-01-26,17.0322076713422
2013-01-27,17.1236058260071
2013-01-28,17.0039554466257
2013-01-29,17.1008018588546
2013-01-30,17.1362116000474
2013-01-31,17.1342723004695
2013-02-01,16.9988646949231
2013-02-02,16.9154269869225
2013-02-03,16.9923785949256
2013-02-04,16.958078709362
2013-02-05,17.0345204782498
2013-02-06,17.1952938864736
2013-02-07,17.0574584402544
2013-02-08,16.9380909027243
2013-02-09,17.1069377056494
2013-02-10,16.8841026821688
2013-02-11,16.9704582702321
2013-02-12,16.9388941186101
2013-02-13,16.9648477934808
2013-02-14,16.8293811311614
2013-02-15,17.0272374439773
2013-02-16,16.9372803837358
2013-02-17,16.8581811690299
2013-02-18,17.0088584955287
2013-02-19,16.9813655272977
2013-02-20,16.915271601709
2013-02-21,16.9341903683474
2013-02-22,16.797472032544
2013-02-23,16.7902762928366
2013-02-24,16.7994939271255
2013-02-25,16.9898230456094
2013-02-26,16.9613097050525
2013-02-27,16.9690825424216
2013-02-28,16.8901840622255
2013-03-01,16.8876386321627
2013-03-02,16.8116173367242
2013-03-03,16.9757492662653
2013-03-04,16.8470947439404
2013-03-05,17.0835713101314
2013-03-06,16.9111564926224
2013-03-07,16.9656908225912
2013-03-08,16.8921499373362
2013-03-09,16.6826928118282
2013-03-10,16.8575196041822
2013-03-11,16.9434711248521
2013-03-12,16.8390678574276
2013-03-13,16.768942956878
2013-03-14,16.7633115049062
2013-03-15,16.7029362550714
2013-03-16,16.9471392349245
2013-03-17,16.8236581982138
2013-03-18,16.8574609813718
2013-03-19,16.7382294053295
2013-03-20,16.7362331979976
2013-03-21,16.8008368945869
2013-03-22,16.7828727168404
2013-03-23,16.9462572504605
2013-03-24,16.8467821619129
2013-03-25,17.052999937696
2013-03-26,16.9504997714763
2013-03-27,16.858311490657
2013-03-28,16.8564276378459
2013-03-29,16.819554973822
2013-03-30,16.7674633928878
2013-03-31,16.8422647667337
2013-04-01,16.9045934252558
2013-04-02,16.8579942174931
2013-04-03,16.910799673444
2013-04-04,16.8334078664367
2013-04-05,16.7210679658022
2013-04-06,16.7567273795535
2013-04-07,16.8692575984056
2013-04-08,16.8765350503155
2013-04-09,16.8212687494821
2013-04-10,16.7754550867642
2013-04-11,16.7687789248843
2013-04-12,16.7744159900062
2013-04-13,16.7494287220953
2013-04-14,16.8036321766892
2013-04-15,16.8012433593308
2013-04-16,16.7945816112349
2013-04-17,16.7615375020788
2013-04-18,16.7532294188177
2013-04-19,16.7801753717118
2013-04-20,16.8271535228057
2013-04-21,17.040572152639
2013-04-22,16.6972273190622
2013-04-23,16.7992501862891
2013-04-24,16.9715913869964
2013-04-25,16.644447294178
2013-04-26,16.8258056699782
2013-04-27,16.7834692289475
2013-04-28,16.8590471019411
2013-04-29,16.8320339748061
2013-04-30,16.7881591119334
2013-05-01,16.9702457699403
2013-05-02,16.6759393680615
2013-05-03,16.5561299131961
2013-05-04,16.8668283923002
2013-05-05,16.6671993813636
2013-05-06,16.7619153181113
2013-05-07,16.8559850374065
2013-05-08,16.8369337118874
2013-05-09,16.6798489833797
2013-05-10,16.7592918598597
2013-05-11,16.5390204106764
2013-05-12,16.745076297587
2013-05-13,16.6676078077061
2013-05-14,16.5039318746689
2013-05-15,16.6085869354526
2013-05-16,16.5946261682243
2013-05-17,16.4586978987255
2013-05-18,16.6870374223464
2013-05-19,16.6863407188122
2013-05-20,16.50112870994
2013-05-21,16.6575493825964
2013-05-22,16.5579553501547
2013-05-23,16.7312345627329
2013-05-24,16.5963907060681
2013-05-25,16.6000476204649
2013-05-26,16.8267609832778
2013-05-27,16.7429515846782
2013-05-28,16.6765220595008
2013-05-29,16.7530213097207
2013-05-30,16.8248603578078
2013-05-31,16.6386319591261
2013-06-01,16.6783102711216
2013-06-02,16.6629072118625
2013-06-03,16.6379205568753
2013-06-04,16.5513594885424
2013-06-05,16.7814078569612
2013-06-06,16.6903141414761
2013-06-07,16.6341668139247
2013-06-08,16.5988826815642
2013-06-09,16.5489010861762
2013-06-10,16.5468037968984
2013-06-11,16.5575219635903
2013-06-12,16.637371842733
2013-06-13,16.3907179536867
2013-06-14,16.4390548353188
2013-06-15,16.4433220455719
2013-06-16,16.6308060030797
2013-06-17,16.4177562387467
2013-06-18,16.5079011913104
2013-06-19,16.4166023307967
2013-06-20,16.4917120034935
2013-06-21,16.6642367066895
2013-06-22,16.7604213581544
2013-06-23,16.827475318504
2013-06-24,16.7607144707976
2013-06-25,16.7012374471344
2013-06-26,16.5095465792817
2013-06-27,16.5874183334001
2013-06-28,16.8058526192664
2013-06-29,16.8733325983905
2013-06-30,16.9396283069084
